Round	目標順位	目標得点	初期得点	実施日時	アーカイブ
SRM 645	20	380.56	500	2015-01-12 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16277
SRM 645	20	505.74	1000	2015-01-12 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16277
SRM 646	20	245.19	250	2015-01-15 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16278
SRM 646	20	387.59	600	2015-01-15 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16278
SRM 646	20	0.0	1000	2015-01-15 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16278
SRM 647	20	246.24	250	2015-01-24 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16279
SRM 647	20	469.95	500	2015-01-24 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16279
SRM 647	20	0.0	1000?	2015-01-24 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16279
SRM 648	20	247.33	250	2015-02-02 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16312
SRM 648	20	407.91	550	2015-02-02 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16312
SRM 648	20	559.3	1000	2015-02-02 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16312
SRM 649	20	248.29	250	2015-02-10 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16313
SRM 649	20	412.47	550	2015-02-10 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16313
SRM 649	20	496.45	1000	2015-02-10 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16313
SRM 650	20	245.18	250	2015-02-17 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16314
SRM 650	20	454.19	500	2015-02-17 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16314
SRM 650	20	0.0	1000	2015-02-17 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16314
SRM 652	20	247.25	250	2015-03-09 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16316
SRM 652	20	440.16	500	2015-03-09 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16316
SRM 652	20	0.0	1000	2015-03-09 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16316
SRM 653	20	243.45	250	2015-03-17 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16317
SRM 653	20	452.26	500	2015-03-17 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16317
SRM 653	20	551.47	1000	2015-03-17 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16317
SRM 654	20	245.93	250	2015-03-25 21:10	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16318
SRM 654	20	338.49	500	2015-03-25 21:10	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16318
SRM 654	20	0.0	1000	2015-03-25 21:10	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16318
SRM 655	20	236.45	250	2015-04-09 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16415
SRM 655	20	409.1	500	2015-04-09 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16415
SRM 655	20	0.0	1050	2015-04-09 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16415
2015 TCO 1A	20	240.44	250	2015-04-11 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16432
2015 TCO 1A	20	438.89	500	2015-04-11 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16432
2015 TCO 1A	20	823.23	1000	2015-04-11 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16432
SRM 656	20	246.03	250	2015-04-17 07:15	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16416
SRM 656	20	401.08	500	2015-04-17 07:15	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16416
SRM 656	20	0.0	1000	2015-04-17 07:15	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16416
2015 TCO 1B	20	243.35	250	2015-04-25 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16433
2015 TCO 1B	20	473.73	500	2015-04-25 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16433
2015 TCO 1B	20	659.81	1000	2015-04-25 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16433
SRM 657	20	246.65	250	2015-04-27 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16417
SRM 657	20	422.68	500	2015-04-27 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16417
SRM 657	20	0.0	1000	2015-04-27 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16417
SRM 658	20	275.78	300	2015-05-05 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16461
SRM 658	20	442.29	650	2015-05-05 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16461
SRM 658	20	404.89	1000	2015-05-05 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16461
2015 TCO 1C	20	242.27	250	2015-05-09 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16434
2015 TCO 1C	20	436.29	450	2015-05-09 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16434
2015 TCO 1C	20	935.33	1000	2015-05-09 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16434
SRM 659	20	238.56	250	2015-05-12 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16462
SRM 659	20	376.59	500	2015-05-12 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16462
SRM 659	20	0.0	1000?	2015-05-12 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16462
2015 TCO 2A	20	283.67	300	2015-05-31 08:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16475
2015 TCO 2A	20	317.48	600	2015-05-31 08:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16475
2015 TCO 2A	20	537.5	950	2015-05-31 08:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16475
SRM 660	20	230.02	250	2015-06-04 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16463
SRM 660	20	331.02	500	2015-06-04 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16463
SRM 660	20	0.0	1000?	2015-06-04 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16463
SRM 661	20	241.14	250	2015-06-11 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16464
SRM 661	20	336.87	500	2015-06-11 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16464
SRM 661	20	0.0	1000	2015-06-11 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16464
2015 TCO 2B	20	239.19	250	2015-06-20 18:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16500
2015 TCO 2B	20	283.31	500	2015-06-20 18:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16500
2015 TCO 2B	20	0.0	1000?	2015-06-20 18:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16500
SRM 662	20	241.7	250	2015-07-09 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16511
SRM 662	20	455.94	500	2015-07-09 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16511
SRM 662	20	0.0	1000	2015-07-09 21:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16511
2015 TCO 2C	20	202.91	250	2015-07-18 02:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16520
2015 TCO 2C	20	0.0	500	2015-07-18 02:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16520
2015 TCO 2C	20	0.0	1000?	2015-07-18 02:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16520
SRM 663	20	274.99	300	2015-07-23 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16512
SRM 663	20	468.83	550	2015-07-23 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16512
SRM 663	20	0.0	1000	2015-07-23 11:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16512
SRM 664	20	247.69	250	2015-08-01 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16513
SRM 664	20	435.46	550	2015-08-01 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16513
SRM 664	20	520.82	1000	2015-08-01 12:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16513
SRM 665	20	248.68	500	2015-08-11 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16514
SRM 665	20	342.55	500	2015-08-11 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16514
SRM 665	20	0.0	1000	2015-08-11 07:00	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16514
2015 TCO 2D	20	228.97	250	2015-08-22 02:30	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16538
2015 TCO 2D	20	325.46	500	2015-08-22 02:30	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16538
2015 TCO 2D	20	0.0	1000	2015-08-22 02:30	http://community.topcoder.com/stat?c=round_overview&er=20&rd=16538
